chunk_id,document_id,lexical_token_count,bge_m3_token_count,difference,ratio,over_1200,over_1500,over_model_limit,contains_table,contains_formula_placeholder,contains_image_placeholder,provenance_status
DOC000171-C0022,DOC000171,24,33,9,1.3750,0,0,0,0,0,0,slide_resolved
DOC000171-C0023,DOC000171,42,51,9,1.2143,0,0,0,0,0,0,slide_resolved
DOC000171-C0024,DOC000171,80,115,35,1.4375,0,0,0,0,0,0,slide_resolved
DOC000171-C0025,DOC000171,77,104,27,1.3506,0,0,0,0,0,0,slide_resolved
DOC000171-C0026,DOC000171,65,96,31,1.4769,0,0,0,0,0,0,slide_resolved
DOC000171-C0027,DOC000171,42,72,30,1.7143,0,0,0,0,0,0,slide_resolved
DOC000171-C0028,DOC000171,43,75,32,1.7442,0,0,0,0,0,0,slide_resolved
DOC000171-C0029,DOC000171,112,129,17,1.1518,0,0,0,0,0,0,slide_resolved
DOC000171-C0030,DOC000171,130,160,30,1.2308,0,0,0,0,0,0,slide_resolved
DOC000171-C0031,DOC000171,89,127,38,1.4270,0,0,0,0,0,0,slide_resolved
DOC000171-C0032,DOC000171,46,92,46,2.0000,0,0,0,0,0,0,slide_resolved
DOC000171-C0033,DOC000171,61,73,12,1.1967,0,0,0,0,0,0,slide_resolved
DOC000171-C0034,DOC000171,37,68,31,1.8378,0,0,0,0,0,0,slide_resolved
DOC000171-C0035,DOC000171,27,45,18,1.6667,0,0,0,0,0,0,slide_resolved
DOC000171-C0036,DOC000171,30,36,6,1.2000,0,0,0,0,0,0,slide_resolved
DOC000171-C0037,DOC000171,105,132,27,1.2571,0,0,0,0,0,0,slide_resolved
DOC000171-C0038,DOC000171,55,76,21,1.3818,0,0,0,0,0,0,slide_resolved
DOC000171-C0039,DOC000171,77,99,22,1.2857,0,0,0,0,0,0,slide_resolved
DOC000171-C0040,DOC000171,30,57,27,1.9000,0,0,0,0,0,0,slide_resolved
DOC000171-C0041,DOC000171,131,178,47,1.3588,0,0,0,0,0,0,slide_resolved
DOC000171-C0042,DOC000171,111,133,22,1.1982,0,0,0,0,0,0,slide_resolved
DOC000171-C0043,DOC000171,24,35,11,1.4583,0,0,0,0,0,0,slide_resolved
DOC000171-C0044,DOC000171,41,80,39,1.9512,0,0,0,0,0,0,slide_resolved
DOC000171-C0045,DOC000171,35,55,20,1.5714,0,0,0,0,0,0,slide_resolved
DOC000171-C0046,DOC000171,87,126,39,1.4483,0,0,0,0,0,0,slide_resolved
DOC000171-C0047,DOC000171,61,91,30,1.4918,0,0,0,0,0,0,slide_resolved
DOC000171-C0048,DOC000171,56,86,30,1.5357,0,0,0,0,0,0,slide_resolved
DOC000171-C0049,DOC000171,28,46,18,1.6429,0,0,0,0,0,0,slide_resolved
DOC000171-C0050,DOC000171,61,83,22,1.3607,0,0,0,0,0,0,slide_resolved
DOC000171-C0051,DOC000171,125,158,33,1.2640,0,0,0,0,0,0,slide_resolved
DOC000171-C0052,DOC000171,84,104,20,1.2381,0,0,0,0,0,0,slide_resolved
DOC000171-C0053,DOC000171,81,100,19,1.2346,0,0,0,0,0,0,slide_resolved
DOC000171-C0054,DOC000171,71,95,24,1.3380,0,0,0,0,0,0,slide_resolved
DOC000171-C0055,DOC000171,19,26,7,1.3684,0,0,0,0,0,0,slide_resolved
DOC000171-C0056,DOC000171,21,29,8,1.3810,0,0,0,0,0,0,slide_resolved
DOC000171-C0057,DOC000171,18,30,12,1.6667,0,0,0,0,0,0,slide_resolved
DOC000171-C0058,DOC000171,154,191,37,1.2403,0,0,0,0,0,0,slide_resolved
DOC000171-C0059,DOC000171,128,141,13,1.1016,0,0,0,0,0,0,slide_resolved
DOC000171-C0060,DOC000171,74,86,12,1.1622,0,0,0,0,0,0,slide_resolved
DOC000172-C0001,DOC000172,27,56,29,2.0741,0,0,0,0,0,0,slide_resolved
DOC000172-C0002,DOC000172,165,229,64,1.3879,0,0,0,0,0,0,slide_resolved
DOC000172-C0003,DOC000172,67,99,32,1.4776,0,0,0,0,0,0,slide_resolved
DOC000172-C0004,DOC000172,155,202,47,1.3032,0,0,0,0,0,0,slide_resolved
DOC000172-C0005,DOC000172,97,120,23,1.2371,0,0,0,0,0,0,slide_resolved
DOC000172-C0006,DOC000172,83,113,30,1.3614,0,0,0,0,0,0,slide_resolved
DOC000172-C0007,DOC000172,88,123,35,1.3977,0,0,0,0,0,0,slide_resolved
DOC000172-C0008,DOC000172,47,67,20,1.4255,0,0,0,0,0,0,slide_resolved
DOC000172-C0009,DOC000172,37,65,28,1.7568,0,0,0,0,0,0,slide_resolved
DOC000172-C0010,DOC000172,79,110,31,1.3924,0,0,0,0,0,0,slide_resolved
DOC000172-C0011,DOC000172,21,30,9,1.4286,0,0,0,0,0,0,slide_resolved
DOC000172-C0012,DOC000172,32,57,25,1.7812,0,0,0,0,0,0,slide_resolved
DOC000172-C0013,DOC000172,31,46,15,1.4839,0,0,0,0,0,0,slide_resolved
DOC000172-C0014,DOC000172,132,171,39,1.2955,0,0,0,0,0,0,slide_resolved
DOC000172-C0015,DOC000172,40,77,37,1.9250,0,0,0,0,0,0,slide_resolved
DOC000172-C0016,DOC000172,42,59,17,1.4048,0,0,0,0,0,0,slide_resolved
DOC000172-C0017,DOC000172,33,51,18,1.5455,0,0,0,0,0,0,slide_resolved
DOC000172-C0018,DOC000172,39,67,28,1.7179,0,0,0,0,0,0,slide_resolved
DOC000172-C0019,DOC000172,37,66,29,1.7838,0,0,0,0,0,0,slide_resolved
DOC000172-C0020,DOC000172,40,75,35,1.8750,0,0,0,0,0,0,slide_resolved
DOC000172-C0021,DOC000172,42,83,41,1.9762,0,0,0,0,0,0,slide_resolved
DOC000172-C0022,DOC000172,34,53,19,1.5588,0,0,0,0,0,0,slide_resolved
DOC000172-C0023,DOC000172,18,36,18,2.0000,0,0,0,0,0,0,slide_resolved
DOC000172-C0024,DOC000172,18,36,18,2.0000,0,0,0,0,0,0,slide_resolved
DOC000172-C0025,DOC000172,38,54,16,1.4211,0,0,0,0,0,0,slide_resolved
DOC000172-C0026,DOC000172,39,57,18,1.4615,0,0,0,0,0,0,slide_resolved
DOC000172-C0027,DOC000172,35,65,30,1.8571,0,0,0,0,0,0,slide_resolved
DOC000172-C0028,DOC000172,31,51,20,1.6452,0,0,0,0,0,0,slide_resolved
DOC000172-C0029,DOC000172,32,55,23,1.7188,0,0,0,0,0,0,slide_resolved
DOC000172-C0030,DOC000172,35,61,26,1.7429,0,0,0,0,0,0,slide_resolved
DOC000172-C0031,DOC000172,104,128,24,1.2308,0,0,0,0,0,0,slide_resolved
DOC000172-C0032,DOC000172,53,75,22,1.4151,0,0,0,0,0,0,slide_resolved
DOC000172-C0033,DOC000172,123,155,32,1.2602,0,0,0,0,0,0,slide_resolved
DOC000172-C0034,DOC000172,78,106,28,1.3590,0,0,0,0,0,0,slide_resolved
DOC000172-C0035,DOC000172,84,106,22,1.2619,0,0,0,0,0,0,slide_resolved
DOC000172-C0036,DOC000172,24,34,10,1.4167,0,0,0,0,0,0,slide_resolved
DOC000172-C0037,DOC000172,26,36,10,1.3846,0,0,0,0,0,0,slide_resolved
DOC000172-C0038,DOC000172,58,74,16,1.2759,0,0,0,0,0,0,slide_resolved
DOC000172-C0039,DOC000172,72,100,28,1.3889,0,0,0,0,0,0,slide_resolved
DOC000172-C0040,DOC000172,26,35,9,1.3462,0,0,0,0,0,0,slide_resolved
DOC000172-C0041,DOC000172,128,165,37,1.2891,0,0,0,0,0,0,slide_resolved
DOC000172-C0042,DOC000172,19,28,9,1.4737,0,0,0,0,0,0,slide_resolved
DOC000172-C0043,DOC000172,13,21,8,1.6154,0,0,0,0,0,0,slide_resolved
DOC000172-C0044,DOC000172,105,135,30,1.2857,0,0,0,0,0,0,slide_resolved
DOC000172-C0045,DOC000172,76,94,18,1.2368,0,0,0,0,0,0,slide_resolved
DOC000172-C0046,DOC000172,124,154,30,1.2419,0,0,0,0,0,0,slide_resolved
DOC000172-C0047,DOC000172,123,119,-4,0.9675,0,0,0,0,0,0,slide_resolved
DOC000172-C0048,DOC000172,12,17,5,1.4167,0,0,0,0,0,0,slide_resolved
DOC000173-C0001,DOC000173,27,56,29,2.0741,0,0,0,0,0,0,slide_resolved
DOC000173-C0002,DOC000173,165,201,36,1.2182,0,0,0,0,0,0,slide_resolved
DOC000173-C0003,DOC000173,90,128,38,1.4222,0,0,0,0,0,0,slide_resolved
DOC000173-C0004,DOC000173,103,143,40,1.3883,0,0,0,0,0,0,slide_resolved
DOC000173-C0005,DOC000173,74,106,32,1.4324,0,0,0,0,0,0,slide_resolved
DOC000173-C0006,DOC000173,151,202,51,1.3377,0,0,0,0,0,0,slide_resolved
DOC000173-C0007,DOC000173,18,27,9,1.5000,0,0,0,0,0,0,slide_resolved
DOC000173-C0008,DOC000173,26,48,22,1.8462,0,0,0,0,0,0,slide_resolved
DOC000173-C0009,DOC000173,42,59,17,1.4048,0,0,0,0,0,0,slide_resolved
DOC000173-C0010,DOC000173,30,50,20,1.6667,0,0,0,0,0,0,slide_resolved
DOC000173-C0011,DOC000173,23,31,8,1.3478,0,0,0,0,0,0,slide_resolved
DOC000173-C0012,DOC000173,23,31,8,1.3478,0,0,0,0,0,0,slide_resolved
DOC000173-C0013,DOC000173,23,31,8,1.3478,0,0,0,0,0,0,slide_resolved
DOC000173-C0014,DOC000173,137,177,40,1.2920,0,0,0,0,0,0,slide_resolved
DOC000173-C0015,DOC000173,47,60,13,1.2766,0,0,0,0,0,0,slide_resolved
DOC000173-C0016,DOC000173,36,63,27,1.7500,0,0,0,0,0,0,slide_resolved
DOC000173-C0017,DOC000173,51,61,10,1.1961,0,0,0,0,0,0,slide_resolved
DOC000173-C0018,DOC000173,139,169,30,1.2158,0,0,0,0,0,0,slide_resolved
DOC000173-C0019,DOC000173,16,23,7,1.4375,0,0,0,0,0,0,slide_resolved
DOC000173-C0020,DOC000173,16,23,7,1.4375,0,0,0,0,0,0,slide_resolved
DOC000173-C0021,DOC000173,90,134,44,1.4889,0,0,0,0,0,0,slide_resolved
DOC000173-C0022,DOC000173,23,42,19,1.8261,0,0,0,0,0,0,slide_resolved
DOC000173-C0023,DOC000173,58,66,8,1.1379,0,0,0,0,0,0,slide_resolved
DOC000173-C0024,DOC000173,33,51,18,1.5455,0,0,0,0,0,0,slide_resolved
DOC000173-C0025,DOC000173,56,92,36,1.6429,0,0,0,0,0,0,slide_resolved
DOC000174-C0001,DOC000174,5506,682,-4824,0.1239,0,0,0,1,0,1,page_resolved
DOC000174-C0002,DOC000174,3953,434,-3519,0.1098,0,0,0,1,0,1,page_resolved
DOC000174-C0003,DOC000174,874,1026,152,1.1739,0,0,0,0,0,1,page_resolved
DOC000174-C0004,DOC000174,837,391,-446,0.4671,0,0,0,1,0,1,page_resolved
DOC000174-C0005,DOC000174,1034,404,-630,0.3907,0,0,0,1,0,1,page_resolved
DOC000174-C0006,DOC000174,1529,693,-836,0.4532,0,0,0,1,0,0,page_resolved
DOC000174-C0007,DOC000174,1987,700,-1287,0.3523,0,0,0,1,0,1,page_resolved
DOC000174-C0008,DOC000174,1435,732,-703,0.5101,0,0,0,1,0,1,page_resolved
DOC000174-C0009,DOC000174,1515,699,-816,0.4614,0,0,0,1,0,1,page_resolved
DOC000174-C0010,DOC000174,1370,594,-776,0.4336,0,0,0,1,0,1,page_resolved
DOC000174-C0011,DOC000174,886,676,-210,0.7630,0,0,0,1,0,1,page_resolved
DOC000174-C0012,DOC000174,179,107,-72,0.5978,0,0,0,1,0,1,page_resolved
DOC000174-C0013,DOC000174,828,573,-255,0.6920,0,0,0,1,0,1,page_resolved
DOC000174-C0014,DOC000174,562,285,-277,0.5071,0,0,0,1,0,0,page_resolved
DOC000174-C0015,DOC000174,477,243,-234,0.5094,0,0,0,1,0,1,page_resolved
DOC000174-C0016,DOC000174,565,191,-374,0.3381,0,0,0,1,0,1,page_resolved
DOC000174-C0017,DOC000174,784,469,-315,0.5982,0,0,0,1,0,1,page_resolved
DOC000174-C0018,DOC000174,659,351,-308,0.5326,0,0,0,1,0,1,page_resolved
DOC000174-C0019,DOC000174,1020,940,-80,0.9216,0,0,0,1,0,1,page_resolved
DOC000174-C0020,DOC000174,806,297,-509,0.3685,0,0,0,1,0,1,page_resolved
DOC000174-C0021,DOC000174,546,474,-72,0.8681,0,0,0,1,0,1,page_resolved
DOC000174-C0022,DOC000174,788,412,-376,0.5228,0,0,0,1,0,1,page_resolved
DOC000174-C0023,DOC000174,576,409,-167,0.7101,0,0,0,1,0,1,page_resolved
DOC000174-C0024,DOC000174,170,99,-71,0.5824,0,0,0,1,0,0,page_resolved
DOC000174-C0025,DOC000174,927,816,-111,0.8803,0,0,0,1,0,1,page_resolved
DOC000174-C0026,DOC000174,545,251,-294,0.4606,0,0,0,1,0,0,page_resolved
DOC000174-C0027,DOC000174,577,248,-329,0.4298,0,0,0,1,0,1,page_resolved
DOC000174-C0028,DOC000174,722,374,-348,0.5180,0,0,0,1,0,1,page_resolved
DOC000174-C0029,DOC000174,501,266,-235,0.5309,0,0,0,1,0,0,page_resolved
DOC000174-C0030,DOC000174,478,186,-292,0.3891,0,0,0,1,0,1,page_resolved
DOC000174-C0031,DOC000174,1060,424,-636,0.4000,0,0,0,1,0,0,page_resolved
DOC000174-C0032,DOC000174,750,487,-263,0.6493,0,0,0,1,0,1,page_resolved
DOC000174-C0033,DOC000174,699,540,-159,0.7725,0,0,0,1,0,1,page_resolved
DOC000174-C0034,DOC000174,697,337,-360,0.4835,0,0,0,1,0,1,page_resolved
DOC000174-C0035,DOC000174,892,468,-424,0.5247,0,0,0,1,0,1,page_resolved
DOC000174-C0036,DOC000174,753,501,-252,0.6653,0,0,0,1,0,1,page_resolved
DOC000174-C0037,DOC000174,1011,691,-320,0.6835,0,0,0,1,0,1,page_resolved
DOC000174-C0038,DOC000174,170,100,-70,0.5882,0,0,0,1,0,0,page_resolved
DOC000174-C0039,DOC000174,319,153,-166,0.4796,0,0,0,1,0,1,page_resolved
DOC000174-C0040,DOC000174,952,566,-386,0.5945,0,0,0,1,0,1,page_resolved
DOC000174-C0041,DOC000174,802,341,-461,0.4252,0,0,0,1,0,1,page_resolved
DOC000174-C0042,DOC000174,693,360,-333,0.5195,0,0,0,1,0,1,page_resolved
DOC000174-C0043,DOC000174,1184,804,-380,0.6791,0,0,0,1,0,1,page_resolved
DOC000174-C0044,DOC000174,39,47,8,1.2051,0,0,0,0,0,0,page_resolved
DOC000174-C0045,DOC000174,361,169,-192,0.4681,0,0,0,1,0,1,page_resolved
DOC000174-C0046,DOC000174,931,491,-440,0.5274,0,0,0,1,0,1,page_resolved
DOC000174-C0047,DOC000174,846,396,-450,0.4681,0,0,0,1,0,1,page_resolved
DOC000174-C0048,DOC000174,331,286,-45,0.8640,0,0,0,1,0,1,page_resolved
DOC000174-C0049,DOC000174,953,493,-460,0.5173,0,0,0,1,0,1,page_resolved
DOC000174-C0050,DOC000174,888,426,-462,0.4797,0,0,0,1,0,1,page_resolved
DOC000174-C0051,DOC000174,968,557,-411,0.5754,0,0,0,1,0,1,page_resolved
DOC000174-C0052,DOC000174,863,588,-275,0.6813,0,0,0,1,0,1,page_resolved
DOC000174-C0053,DOC000174,539,268,-271,0.4972,0,0,0,1,0,0,page_resolved
DOC000174-C0054,DOC000174,391,255,-136,0.6522,0,0,0,1,0,1,page_resolved
DOC000174-C0055,DOC000174,179,203,24,1.1341,0,0,0,0,0,0,page_resolved
DOC000174-C0056,DOC000174,1083,408,-675,0.3767,0,0,0,1,0,0,page_resolved
DOC000174-C0057,DOC000174,409,204,-205,0.4988,0,0,0,1,0,0,page_resolved
DOC000174-C0058,DOC000174,967,473,-494,0.4891,0,0,0,1,0,1,page_resolved
DOC000174-C0059,DOC000174,384,189,-195,0.4922,0,0,0,1,0,0,page_resolved
DOC000174-C0060,DOC000174,840,423,-417,0.5036,0,0,0,1,0,1,page_resolved
DOC000174-C0061,DOC000174,918,563,-355,0.6133,0,0,0,1,0,1,page_resolved
DOC000174-C0062,DOC000174,674,360,-314,0.5341,0,0,0,1,0,1,page_resolved
DOC000174-C0063,DOC000174,721,305,-416,0.4230,0,0,0,1,0,1,page_resolved
DOC000174-C0064,DOC000174,806,607,-199,0.7531,0,0,0,1,0,1,page_resolved
DOC000174-C0065,DOC000174,551,313,-238,0.5681,0,0,0,1,0,1,page_resolved
DOC000174-C0066,DOC000174,759,392,-367,0.5165,0,0,0,1,0,1,page_resolved
DOC000174-C0067,DOC000174,525,410,-115,0.7810,0,0,0,1,0,1,page_resolved
DOC000174-C0068,DOC000174,24,29,5,1.2083,0,0,0,0,0,0,page_resolved
DOC000174-C0069,DOC000174,729,420,-309,0.5761,0,0,0,1,0,1,page_resolved
DOC000174-C0070,DOC000174,1446,600,-846,0.4149,0,0,0,1,0,0,page_resolved
DOC000174-C0071,DOC000174,1675,635,-1040,0.3791,0,0,0,1,0,1,page_resolved
DOC000174-C0072,DOC000174,1753,596,-1157,0.3400,0,0,0,1,0,1,page_resolved
DOC000174-C0073,DOC000174,1870,611,-1259,0.3267,0,0,0,1,0,1,page_resolved
DOC000174-C0074,DOC000174,1567,533,-1034,0.3401,0,0,0,1,0,1,page_resolved
DOC000174-C0075,DOC000174,1360,493,-867,0.3625,0,0,0,1,0,1,page_resolved
DOC000174-C0076,DOC000174,1547,542,-1005,0.3504,0,0,0,1,0,1,page_resolved
DOC000174-C0077,DOC000174,1381,563,-818,0.4077,0,0,0,1,0,1,page_resolved
DOC000174-C0078,DOC000174,453,260,-193,0.5740,0,0,0,1,0,1,page_resolved
DOC000174-C0079,DOC000174,256,145,-111,0.5664,0,0,0,1,0,1,page_resolved
DOC000174-C0080,DOC000174,932,617,-315,0.6620,0,0,0,1,0,1,page_resolved
DOC000169-C0001,DOC000169,1012,634,-378,0.6265,0,0,0,1,0,0,source_only
DOC000169-C0002,DOC000169,543,399,-144,0.7348,0,0,0,1,0,0,source_only
DOC000214-C0001,DOC000214,1118,1935,817,1.7308,1,1,0,0,0,1,section_resolved
DOC000214-C0002,DOC000214,255,416,161,1.6314,0,0,0,0,0,1,section_resolved
DOC000215-C0001,DOC000215,198,304,106,1.5354,0,0,0,0,0,1,section_resolved
DOC000215-C0002,DOC000215,889,1310,421,1.4736,1,0,0,0,0,1,section_resolved
DOC000216-C0001,DOC000216,933,1507,574,1.6152,1,1,0,0,0,1,section_resolved
DOC000216-C0002,DOC000216,818,886,68,1.0831,0,0,0,1,0,1,section_resolved
DOC000217-C0001,DOC000217,462,756,294,1.6364,0,0,0,0,0,1,section_resolved
DOC000217-C0002,DOC000217,135,231,96,1.7111,0,0,0,0,0,1,section_resolved
DOC000217-C0003,DOC000217,678,1069,391,1.5767,0,0,0,0,0,1,section_resolved
DOC000218-C0001,DOC000218,827,1272,445,1.5381,1,0,0,0,0,1,section_resolved
DOC000218-C0002,DOC000218,514,846,332,1.6459,0,0,0,0,0,1,section_resolved
DOC000218-C0003,DOC000218,24,51,27,2.1250,0,0,0,0,0,1,section_resolved
DOC000218-C0004,DOC000218,101,177,76,1.7525,0,0,0,0,0,0,section_resolved
DOC000218-C0005,DOC000218,93,137,44,1.4731,0,0,0,0,0,1,section_resolved
DOC000219-C0001,DOC000219,1152,1822,670,1.5816,1,1,0,0,0,1,section_resolved
DOC000219-C0002,DOC000219,186,275,89,1.4785,0,0,0,0,0,0,section_resolved
DOC000220-C0001,DOC000220,66,110,44,1.6667,0,0,0,0,0,0,section_resolved
DOC000220-C0002,DOC000220,264,435,171,1.6477,0,0,0,0,0,1,section_resolved
DOC000220-C0003,DOC000220,254,398,144,1.5669,0,0,0,0,0,0,section_resolved
DOC000220-C0004,DOC000220,123,212,89,1.7236,0,0,0,0,0,1,section_resolved
DOC000220-C0005,DOC000220,144,206,62,1.4306,0,0,0,0,0,1,section_resolved
DOC000221-C0001,DOC000221,658,904,246,1.3739,0,0,0,0,0,1,section_resolved
DOC000222-C0001,DOC000222,1141,1578,437,1.3830,1,1,0,0,0,1,source_only
DOC000222-C0002,DOC000222,111,160,49,1.4414,0,0,0,0,0,1,section_resolved
DOC000222-C0003,DOC000222,354,369,15,1.0424,0,0,0,1,0,1,section_resolved
DOC000303-C0001,DOC000303,1181,1640,459,1.3887,1,1,0,1,0,1,section_resolved
DOC000303-C0002,DOC000303,1198,1662,464,1.3873,1,1,0,0,0,1,section_resolved
DOC000303-C0003,DOC000303,43,41,-2,0.9535,0,0,0,0,0,1,section_resolved
DOC000304-C0001,DOC000304,15,34,19,2.2667,0,0,0,0,0,0,slide_resolved
DOC000304-C0002,DOC000304,47,81,34,1.7234,0,0,0,0,0,0,slide_resolved
DOC000304-C0003,DOC000304,32,53,21,1.6562,0,0,0,0,0,0,slide_resolved
DOC000304-C0004,DOC000304,57,71,14,1.2456,0,0,0,0,0,0,slide_resolved
DOC000304-C0005,DOC000304,52,79,27,1.5192,0,0,0,0,0,0,slide_resolved
DOC000304-C0006,DOC000304,55,86,31,1.5636,0,0,0,0,0,0,slide_resolved
DOC000304-C0007,DOC000304,24,34,10,1.4167,0,0,0,0,0,0,slide_resolved
DOC000304-C0008,DOC000304,9,20,11,2.2222,0,0,0,0,0,0,slide_resolved
DOC000304-C0009,DOC000304,31,56,25,1.8065,0,0,0,0,0,0,slide_resolved
DOC000304-C0010,DOC000304,76,127,51,1.6711,0,0,0,0,0,0,slide_resolved
DOC000304-C0011,DOC000304,34,60,26,1.7647,0,0,0,0,0,0,slide_resolved
DOC000304-C0012,DOC000304,16,23,7,1.4375,0,0,0,0,0,0,slide_resolved
DOC000304-C0013,DOC000304,23,38,15,1.6522,0,0,0,0,0,0,slide_resolved
DOC000304-C0014,DOC000304,15,23,8,1.5333,0,0,0,0,0,0,slide_resolved
DOC000304-C0015,DOC000304,37,63,26,1.7027,0,0,0,0,0,0,slide_resolved
DOC000304-C0016,DOC000304,60,77,17,1.2833,0,0,0,0,0,0,slide_resolved
DOC000304-C0017,DOC000304,34,54,20,1.5882,0,0,0,0,0,0,slide_resolved
DOC000304-C0018,DOC000304,60,101,41,1.6833,0,0,0,0,0,0,slide_resolved
DOC000304-C0019,DOC000304,54,82,28,1.5185,0,0,0,0,0,0,slide_resolved
DOC000304-C0020,DOC000304,49,86,37,1.7551,0,0,0,0,0,0,slide_resolved
DOC000304-C0021,DOC000304,26,36,10,1.3846,0,0,0,0,0,0,slide_resolved
DOC000304-C0022,DOC000304,43,66,23,1.5349,0,0,0,0,0,0,slide_resolved
DOC000304-C0023,DOC000304,17,20,3,1.1765,0,0,0,0,0,0,slide_resolved
DOC000304-C0024,DOC000304,53,68,15,1.2830,0,0,0,0,0,0,slide_resolved
DOC000304-C0025,DOC000304,17,20,3,1.1765,0,0,0,0,0,0,slide_resolved
DOC000304-C0026,DOC000304,28,39,11,1.3929,0,0,0,0,0,0,slide_resolved
DOC000304-C0027,DOC000304,14,21,7,1.5000,0,0,0,0,0,0,slide_resolved
DOC000304-C0028,DOC000304,56,81,25,1.4464,0,0,0,0,0,0,slide_resolved
DOC000304-C0029,DOC000304,62,90,28,1.4516,0,0,0,0,0,0,slide_resolved
DOC000304-C0030,DOC000304,32,49,17,1.5312,0,0,0,0,0,0,slide_resolved
DOC000304-C0031,DOC000304,43,67,24,1.5581,0,0,0,0,0,0,slide_resolved
DOC000304-C0032,DOC000304,49,73,24,1.4898,0,0,0,0,0,0,slide_resolved
DOC000304-C0033,DOC000304,31,46,15,1.4839,0,0,0,0,0,0,slide_resolved
DOC000304-C0034,DOC000304,31,46,15,1.4839,0,0,0,0,0,0,slide_resolved
DOC000304-C0035,DOC000304,69,86,17,1.2464,0,0,0,0,0,0,slide_resolved
DOC000304-C0036,DOC000304,16,24,8,1.5000,0,0,0,0,0,0,slide_resolved
DOC000304-C0037,DOC000304,26,49,23,1.8846,0,0,0,0,0,0,slide_resolved
DOC000304-C0038,DOC000304,18,32,14,1.7778,0,0,0,0,0,0,slide_resolved
DOC000304-C0039,DOC000304,24,46,22,1.9167,0,0,0,0,0,0,slide_resolved
DOC000304-C0040,DOC000304,14,27,13,1.9286,0,0,0,0,0,0,slide_resolved
DOC000304-C0041,DOC000304,71,126,55,1.7746,0,0,0,0,0,0,slide_resolved
DOC000304-C0042,DOC000304,12,22,10,1.8333,0,0,0,0,0,0,slide_resolved
DOC000304-C0043,DOC000304,17,26,9,1.5294,0,0,0,0,0,0,slide_resolved
DOC000304-C0044,DOC000304,12,22,10,1.8333,0,0,0,0,0,0,slide_resolved
DOC000304-C0045,DOC000304,21,35,14,1.6667,0,0,0,0,0,0,slide_resolved
DOC000304-C0046,DOC000304,28,43,15,1.5357,0,0,0,0,0,0,slide_resolved
DOC000304-C0047,DOC000304,13,27,14,2.0769,0,0,0,0,0,0,slide_resolved
DOC000304-C0048,DOC000304,230,322,92,1.4000,0,0,0,0,0,0,slide_resolved
DOC000304-C0049,DOC000304,19,41,22,2.1579,0,0,0,0,0,0,slide_resolved
DOC000304-C0050,DOC000304,10,19,9,1.9000,0,0,0,0,0,0,slide_resolved
DOC000304-C0051,DOC000304,22,40,18,1.8182,0,0,0,0,0,0,slide_resolved
DOC000304-C0052,DOC000304,24,41,17,1.7083,0,0,0,0,0,0,slide_resolved
DOC000304-C0053,DOC000304,22,42,20,1.9091,0,0,0,0,0,0,slide_resolved
DOC000304-C0054,DOC000304,12,25,13,2.0833,0,0,0,0,0,0,slide_resolved
DOC000304-C0055,DOC000304,12,24,12,2.0000,0,0,0,0,0,0,slide_resolved
DOC000304-C0056,DOC000304,12,25,13,2.0833,0,0,0,0,0,0,slide_resolved
DOC000304-C0057,DOC000304,13,30,17,2.3077,0,0,0,0,0,0,slide_resolved
DOC000304-C0058,DOC000304,14,27,13,1.9286,0,0,0,0,0,0,slide_resolved
DOC000304-C0059,DOC000304,69,119,50,1.7246,0,0,0,0,0,0,slide_resolved
DOC000223-C0001,DOC000223,906,1168,262,1.2892,0,0,0,1,0,0,source_only
DOC000223-C0002,DOC000223,1033,1310,277,1.2682,1,0,0,1,0,1,source_only
DOC000224-C0001,DOC000224,826,1140,314,1.3801,0,0,0,1,0,0,source_only
DOC000224-C0002,DOC000224,874,1202,328,1.3753,1,0,0,1,0,0,source_only
DOC000225-C0001,DOC000225,789,1116,327,1.4144,0,0,0,0,0,0,section_resolved
DOC000225-C0002,DOC000225,1109,1594,485,1.4373,1,1,0,0,0,0,section_resolved
DOC000225-C0003,DOC000225,844,1315,471,1.5581,1,0,0,0,0,0,section_resolved
DOC000225-C0004,DOC000225,965,1404,439,1.4549,1,0,0,0,0,0,section_resolved
DOC000225-C0005,DOC000225,873,1266,393,1.4502,1,0,0,0,0,0,section_resolved
DOC000225-C0006,DOC000225,1166,1657,491,1.4211,1,1,0,0,0,0,section_resolved
DOC000225-C0007,DOC000225,1050,1578,528,1.5029,1,1,0,0,0,0,section_resolved
DOC000225-C0008,DOC000225,1149,1710,561,1.4883,1,1,0,0,0,0,section_resolved
DOC000225-C0009,DOC000225,1183,1790,607,1.5131,1,1,0,0,0,0,section_resolved
DOC000225-C0010,DOC000225,185,271,86,1.4649,0,0,0,0,0,0,section_resolved
DOC000225-C0011,DOC000225,1176,1785,609,1.5179,1,1,0,0,0,0,section_resolved
DOC000225-C0012,DOC000225,1194,1912,718,1.6013,1,1,0,0,0,0,section_resolved
DOC000225-C0013,DOC000225,1175,1767,592,1.5038,1,1,0,0,0,0,section_resolved
DOC000225-C0014,DOC000225,1195,1773,578,1.4837,1,1,0,0,0,0,section_resolved
DOC000225-C0015,DOC000225,1179,1857,678,1.5751,1,1,0,0,0,0,section_resolved
DOC000225-C0016,DOC000225,964,1479,515,1.5342,1,0,0,0,0,0,section_resolved
DOC000226-C0001,DOC000226,231,344,113,1.4892,0,0,0,0,0,0,section_resolved
